siteid,name,f_name,address,f_addr,city,state,zip,COUNTY,date_open,date_close
10302,longview neighborhood clinic,bdeegghhiilnnoooorvw,2430 South High St.  Ste. C-1,01234ghhi,longview,tx,75602,gregg,1998-07-15T00:00:00Z,2002-05-01T00:00:00Z
10303,longview neighborhood clinic,bdeegghhiilnnoooorvw,1407 Broadway,0147,kilgore,tx,75662,gregg,1998-09-08T00:00:00Z,2002-05-01T00:00:00Z
6108,first methodist church,ccdefhhhiimorrtu,Corner Milam and Hornet Street,aehilmmnort,hemphill,tx,75948,sabine,NA,2002-05-01T00:00:00Z
912,down town wic-special initiative,aacdeeiiiiilnnnoopstttvww,103 East Main Street,013aimn,rio grande city,tx,78582,starr,1999-07-20T00:00:00Z,2002-05-01T00:00:00Z
4818,kay school wic center,achkloosy,4225 North Shepherd,2245eehs,houston,tx,77078,harris,1997-12-23T00:00:00Z,2002-05-30T00:00:00Z
8961,oconnor high school,ccghhhilnnooooors,12221 Leslie Road,11222eeills,helotes,tx,78023,bexar,1998-09-14T00:00:00Z,2002-05-30T00:00:00Z
8345,eldorado,addeloor,105 West Callender  PO Box 536,013556abcdeellnooprx,eldorado,tx,76936,schleicher,NA,2002-06-07T00:00:00Z
516,lulac apt,acllu,10702 IH-37,0012377hi,corpus christi,tx,78410,nueces,1994-05-01T00:00:00Z,2002-08-15T00:00:00Z
515,avance day care center,aaaaccdeenrvy,5050  Rockford  Drive,0055ckor,corpus christi,tx,78416,nueces,1997-03-01T00:00:00Z,2002-08-15T00:00:00Z
507,risd - alternative learning center,aaadeegiiillnnnrrstv,408 West Main,048aimn,robstown,tx,78380,nueces,NA,2002-08-20T00:00:00Z
8721,cooper wic satellite clinic,aceeeillooprstt,Cooper Community Bldg,ccemmooopry,cooper,tx,75432,delta,NA,2002-08-22T00:00:00Z
3805,tams (teenage mothers school),aaceeeeghhlmmnooorsssttt,3109 Carver,0139acerrv,corpus christi,tx,78407,nueces,1994-09-13T00:00:00Z,2002-09-13T00:00:00Z
3802,briarwood apartments,adioorsw,1701 Thames,0117aehmst,corpus christi,tx,78412,nueces,1994-08-11T00:00:00Z,2002-09-13T00:00:00Z
3804,naval base wic clinic,aaabelnsv,10651 East Street,01156,corpus christi,tx,78419,nueces,1994-08-09T00:00:00Z,2002-09-13T00:00:00Z
5633,eden,deen,Eden Multipurpose Center,deeeilmnopprstuu,eden,tx,76837,concho,1995-12-05T00:00:00Z,2002-10-01T00:00:00Z
5610,sterling city wic clinic,cgiilnrty,508 3rd Street,0358,sterling city,tx,76951,sterling,1999-01-25T00:00:00Z,2002-10-01T00:00:00Z
9416,odessa aim high school,aacdeghhhiilmooosss,4803 Plaza Boulevard,0348,odessa,tx,79762,ector,1996-01-01T00:00:00Z,2002-10-31T00:00:00Z
5105,sacred heart parish,aaacdeehhiprrrsst,Willis Street,iillsw,odem,tx,78370,san patricio,NA,2002-11-01T00:00:00Z
308,brownsville community health center,aceehhilllmmnoostvwy,2137 East 22nd Street,122237dn,brownsville,tx,78521,cameron,1997-07-01T00:00:00Z,2002-11-12T00:00:00Z
5108,portland,loprt,4100 Wildcat Drive,0014acdiltw,portland,tx,78374,san patricio,1996-01-01T00:00:00Z,2002-11-20T00:00:00Z
5107,wic aransas pass,aaaanprssss,115  West Goodnight,115dgghinoot,aransas pass,tx,78336,san patricio,1995-04-04T00:00:00Z,2002-11-26T00:00:00Z
4205,seton northwest hospital,aehilnnoopssttw,11113 Research Boulevard,11113eehrs,austin,tx,78759,travis,1993-06-07T00:00:00Z,2002-12-20T00:00:00Z
2627,thai xuan,aahintux,8200 Broadway,0028,houston,tx,77547,harris,1997-12-05T00:00:00Z,2002-12-31T00:00:00Z
8812,tivoli wic clinic,iilotv,Oleander Street,eelor,tivoli,tx,77990,refugio,1995-01-01T00:00:00Z,2002-12-31T00:00:00Z
8922,jefferson high school,ceeffghhhijlnooorss,723 Donaldson,237addlnnoos,san antonio,tx,78201,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8918,burbank high school,abbcghhhiklnoorsu,1002 Edwards Street,0012adesw,san antonio,tx,78204,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8923,lanier high school,aceghhhiillnoors,1514 West Durango,1145adgnoru,san antonio,tx,78207,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8942,catholic family,aaccfhiillmoty,2903 West Salinas,0239aailnss,san antonio,tx,78207,bexar,1994-11-16T00:00:00Z,2002-12-31T00:00:00Z
8917,brackenridge high school,acceghhhiklnoos,400 Eagleland Drive,004aeegll,san antonio,tx,78210,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8921,highland high school,cgghhhhhiilloos,3118 Elgin,1138egiln,san antonio,tx,78210,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8904,south san antonio isd teen parenting  pregnancy pg,aaaacdeeeegggiiinnnnnnnnooppprrsssttty,2483 West Southcross,2348corsss,san antonio,tx,78211,bexar,1994-08-19T00:00:00Z,2002-12-31T00:00:00Z
8932,de paul family health center,aaadeefhhilllmptuy,7603 Somerset,0367eemorsst,san antonio,tx,78211,bexar,1995-02-08T00:00:00Z,2002-12-31T00:00:00Z
8919,edison high school,cdeghhhiilnoooss,701 Santa Monica,017aaacimnnost,san antonio,tx,78212,bexar,1994-09-13T00:00:00Z,2002-12-31T00:00:00Z
8934,robert e lee high school,bceeeghhhillooors,1400 Jackson Keller,0014aceejkkllnors,san antonio,tx,78213,bexar,1994-10-18T00:00:00Z,2002-12-31T00:00:00Z
8914,villa coronado,aacdillnooorv,11030 Ruidosa,00113adiorsu,san antonio,tx,78214,bexar,1994-09-05T00:00:00Z,2002-12-31T00:00:00Z
8956,harlandale high school,aacghhhhillnoors,804 Stonewall,048aellnow,san antonio,tx,78214,bexar,1996-03-29T00:00:00Z,2002-12-31T00:00:00Z
8935,douglas macarthur high school,aaaccdgghhhhillmooorrsstuu,2923 Bitters Road,2239bist,san antonio,tx,78217,bexar,1994-10-24T00:00:00Z,2002-12-31T00:00:00Z
8937,theodore roosevelt high school,cdeeeeghhhhilloooooorrssttv,5110 Walzem Road,0115aelmwz,san antonio,tx,78218,bexar,1994-10-31T00:00:00Z,2002-12-31T00:00:00Z
8950,mccollum high school,cccghhhilllmmooosu,500 West Formosa,005afoos,san antonio,tx,78221,bexar,1995-10-31T00:00:00Z,2002-12-31T00:00:00Z
8910,clark high school,accghhhiklloors,5150 De Zavala Road,0155aaadelvz,san antonio,tx,78249,bexar,1994-09-05T00:00:00Z,2002-12-31T00:00:00Z
8940,usaa,aasu,9800 Fredericksburg Road,0089cdeefikrrs,san antonio,tx,78288,bexar,1995-05-12T00:00:00Z,2002-12-31T00:00:00Z
8811,tdh premont wic clinic,dehmnoprtt,Premont City Hall,acehillmnoprtty,premont,tx,78375,jim wells,1994-08-29T00:00:00Z,2002-12-31T00:00:00Z
117,johnston high school,cghhhhijlnnoooos,1012 Arthur Stiles Road,0112aehilrrstu,austin,tx,78721,travis,NA,2003-01-01T00:00:00Z
2622,eastwood wic center,deoow,412 Telephone Road,124eeelnot,houston,tx,77023,harris,1996-09-01T00:00:00Z,2003-01-26T00:00:00Z
10702,"community care foundation, inc.",aacccdefiimmnnnooortuy,305 South Colorado Street,035acdlooor,whitney,tx,76692,hill,2002-01-05T00:00:00Z,2003-01-31T00:00:00Z
4302,gonzales community health ctr annex 2,2aaceeghhllmmnoostyz,228 Saint George,228aeegginorst,gonzales,tx,78629,gonzales,NA,2003-02-28T00:00:00Z
3619,schertz wic clinic,cehrstz,Aero Street,aeor,schertz,tx,78154,guadalupe,1996-11-07T00:00:00Z,2003-03-26T00:00:00Z
3603,luling clinic,gillnu,522 East Crockett,225ccekortt,luling,tx,78648,caldwell,NA,2003-03-26T00:00:00Z
5912,the patrician movement,aaceeehiimmnnoprtttv,222 East Mitchell Street,222cehillmt,san antonio,tx,78210,bexar,1999-09-29T00:00:00Z,2003-03-27T00:00:00Z
910,alto bonito community health center,aabcehhillmmnoooottty,FM Road 2360 Hwy 83,023368fm,alto bonito,tx,78548,starr,1998-07-09T00:00:00Z,2003-03-28T00:00:00Z
913,city clinic,city,103 East Main Street,013aimn,rio grande city,tx,78582,starr,2003-02-13T00:00:00Z,2003-03-31T00:00:00Z
3613,smithville wic clinic,ehiillmstv,1416 East Whitehead,1146adeehhitw,smithville,tx,78957,bastrop,1994-02-01T00:00:00Z,2003-03-31T00:00:00Z
108,garza high school,aacgghhhiloorsz,1600 Chicon,0016cchino,austin,tx,78702,travis,NA,2003-04-01T00:00:00Z
3003,city of port arthur health department,aacefhhhilooprrrttttuy,8121 9th Avenue,11289ht,port arthur,tx,77642,jefferson,1999-08-10T00:00:00Z,2003-04-15T00:00:00Z
7901,wic nutrition,iinnorttu,3260 Fannin Street,0236afinnn,beaumont,tx,77701,jefferson,1994-08-01T00:00:00Z,2003-04-29T00:00:00Z
6905,lavernia wic clinic,ailnr,210 Bluebonnet,012bbeelnnotu,lavernia,tx,78121,wilson,1999-01-01T00:00:00Z,2003-05-01T00:00:00Z
6906,runge wic clinic,egnru,1200 North Goliad,0012adgilo,runge,tx,78151,karnes,1999-01-01T00:00:00Z,2003-05-01T00:00:00Z
1221,hildago county health care corp-wic clinic,aaacccdeeghhhillnoooprrttuy,1203 East Ferguson,0123efgnorsu,pharr,tx,78577,hidalgo,1997-09-08T00:00:00Z,2003-05-30T00:00:00Z
5104,kelly building clinic,eklly,231 McIntyre,123ceimnrty,taft,tx,78390,san patricio,NA,2003-06-30T00:00:00Z
2802,lisbon wic clinic,bilnos,560 Lisbon,056bilnos,el paso,tx,79905,el paso,1999-04-01T00:00:00Z,2003-07-01T00:00:00Z
3312,centro san vicente,acceeeinnnorsttv,8061 Alameda,0168aaadelm,el paso,tx,79915,el paso,1993-04-01T00:00:00Z,2003-08-29T00:00:00Z
7201,sweetwater field office,aeestww,301 West Arkansas,013aaaknrss,sweetwater,tx,79556,nolan,NA,2003-09-30T00:00:00Z
8944,positive beginnings,beeggiiiinnnopsstv,440 Labor Street,044ablor,san antonio,tx,78210,bexar,1995-08-17T00:00:00Z,2003-10-22T00:00:00Z
8916,wesley community center,ceelmmoswyy,1406 Fitch,0146cfhit,san antonio,tx,78211,bexar,1994-09-01T00:00:00Z,2003-10-22T00:00:00Z
8924,east central development center,acdeeeeellmnnoprttv,12271 Donop Road,11227dnoop,san antonio,tx,78223,bexar,1995-01-26T00:00:00Z,2003-10-22T00:00:00Z
8905,east central high school,acceeghhhillnoorst,7173 Farm Road 1628,11236778af,san antonio,tx,78263,bexar,1994-08-31T00:00:00Z,2003-10-22T00:00:00Z
3406,woodson early childhood development center,acddddeeeehhilllmnnooooooprstvwy,520 North 9th,0259ht,abilene,tx,79601,taylor,NA,2003-11-01T00:00:00Z
7304,laurel heights wic clinic,aellru,2608 North Main,0268aimn,san antonio,tx,78212,bexar,1996-04-01T00:00:00Z,2003-12-05T00:00:00Z
2904,arcola clinic,alo,400 Coen Road,004ceno,arcola,tx,77545,fort bend,1994-04-26T00:00:00Z,2004-01-05T00:00:00Z
4124,southeast clinic,es,6723 South Flores Suite 106,0123667eors,san antonio,tx,78221,bexar,1998-01-06T00:00:00Z,2004-02-27T00:00:00Z
10802,longview wellness centers,eeegillnosssvww,2430 South High Street Ste C-1,01234ghhi,longview,tx,75601,gregg,2002-05-01T00:00:00Z,2004-06-24T00:00:00Z
10711,cause inc wic- teague,aaceeeginsuu,1200 East Loop 255,0012255loop,teague,tx,75860,freestone,2000-12-01T00:00:00Z,2004-07-01T00:00:00Z
10706,groesbeck civic center,bccceegiikorsv,819 West Trinity Street,189iinrtty,groesbeck,tx,76642,limestone,2000-12-01T00:00:00Z,2004-07-01T00:00:00Z
3703,809 cottonwood street,089cdnoooottw,411 North Wells,114ellsw,edna,tx,77957,jackson,NA,2004-07-30T00:00:00Z
10712,cause inc wic-,acceinsu,203 North 2nd Street,0223dn,hubbard,tx,76648,hill,2000-12-01T00:00:00Z,2004-08-01T00:00:00Z
8305,fort davis clinic,adfiorstv,101 Court Street   PO Box 824,011248boopx,fort davis,tx,79734,jeff davis,NA,2004-08-01T00:00:00Z
3806,nas wic clinic,ans,Bldg 5 Franklin Street,5afiklnnr,corpus christi,tx,78380,nueces,2004-04-07T00:00:00Z,2004-08-11T00:00:00Z
719,health special school,aacceehhhillloopsst,912 South Ervay,129aervy,dallas,tx,75201,dallas,NA,2004-08-13T00:00:00Z
9101,complete health and social services inc.,aacccceeeeehhiiillmnoorsssttv,3500 I-30 Building B-130,000013335,mesquite,tx,75150,dallas,1994-11-14T00:00:00Z,2004-09-28T00:00:00Z
8001,"east texas community hlth service, inc",accceeeehhiilmmnorssttvxy,1210 Douglas Road,0112adglosu,nacogdoches,tx,75964,nacogdoches,1994-07-05T00:00:00Z,2004-10-01T00:00:00Z
8925,presa community center,acemmoprsy,3721 South Presa,1237aeprs,san antonio,tx,78210,bexar,1995-01-25T00:00:00Z,2004-10-01T00:00:00Z
8906,taft high school,acfghhhiloostt,11600 FM 471 West,00111467fm,san antonio,tx,78253,bexar,1994-09-05T00:00:00Z,2004-10-01T00:00:00Z
731,garland high schools,acgghhhilloorss,310 South Garland Avenue,013aglr,garland,tx,75040,dallas,1995-10-01T00:00:00Z,2004-10-06T00:00:00Z
1220,wic mobile-balboa,aabblo,3105 West University Drive,0135eiinrstuvy,edinburg,tx,78539,hidalgo,1996-07-22T00:00:00Z,2004-10-07T00:00:00Z
5437,crowley wic clinic,celorwy,216 North Magnolia,126aagilmno,crowley,tx,76036,tarrant,2001-10-01T00:00:00Z,2004-12-01T00:00:00Z
4607,manvel wic clinic,aelmnv,18218 Highway 6,112688,manvel,tx,77581,brazoria,2002-10-09T00:00:00Z,2004-12-01T00:00:00Z
522,head start wic clinic,aadehrt,1225 Agnes Street,1225aegns,corpus christi,tx,78401,nueces,1997-09-12T00:00:00Z,2004-12-30T00:00:00Z
10707,meridian clinic,adeiimnr,201 North 1st Street,0112,meridian,tx,76665,bosque,2000-12-01T00:00:00Z,2005-01-01T00:00:00Z
9423,casa de amigos,aaacdegimoss,1101 East Garden Lane,0111aegn,midland,tx,79705,midland,1996-10-01T00:00:00Z,2005-01-01T00:00:00Z
8352,marathon wic satellite clinic,aaaeehillmnorsttt,South 1st at Post Road,1aopt,marathon,tx,79842,brewster,2001-11-01T00:00:00Z,2005-01-01T00:00:00Z
3504,carrollton clinic,acllnoorrt,1400 West Frankford,0014afknr,carrollton,tx,75007,denton,1993-05-01T00:00:00Z,2005-01-31T00:00:00Z
9542,mason county wic,acmnnoostuy,102 Magnolia Street,012aagilmno,mason,tx,76856,mason,1996-02-01T00:00:00Z,2005-02-01T00:00:00Z
2626,hillcroft wic,cfhillort,6121 Hillcroft Suite E,1126cfhillort,houston,tx,77081,harris,1997-09-26T00:00:00Z,2005-03-07T00:00:00Z
3807,robstown wic clinic,bnoorw,710 East Main Street,017aimn,robstown,tx,78380,nueces,2004-04-05T00:00:00Z,2005-03-30T00:00:00Z
1721,good neighbor clinic,bdegghinooor,277 West Gray,277agry,houston,tx,77019,harris,1998-11-01T00:00:00Z,2005-03-31T00:00:00Z
5414,venture school,ceehlnoorstuv,2315 Stonegate,1235aeegnot,arlington,tx,76010,tarrant,1995-04-28T00:00:00Z,2005-05-31T00:00:00Z
5425,new lives program -school,aceeghillmnoooprrssvw,1500 Circle Drive,0015,fort worth,tx,76119,tarrant,NA,2005-05-31T00:00:00Z
2640,west end multi-service ctr wic ctr,cdeeeiilmnrstuvw,170 Heights Blvd No 138,011378no,houston,tx,77007,harris,NA,2005-06-30T00:00:00Z
8912,community health watch,aaccehhhlmmottwy,1423 Guadalupe Suite 106,0112346aadeglpuu,san antonio,tx,78207,bexar,1994-09-05T00:00:00Z,2005-06-30T00:00:00Z
1213,san juan wic clinic,aajnnsu,524 South Nebraska,245aaekns,san juan,tx,78589,hidalgo,NA,2005-07-01T00:00:00Z
2715,wic seagraves,aegrss,208 Appleton,028aenopt,seagraves,tx,79359,gaines,1993-05-01T00:00:00Z,2005-07-01T00:00:00Z
8903,university health center downtown,adeehhiilnnnoorstttuvwwy,527 North Leona Street,257aelno,san antonio,tx,78207,bexar,1994-08-15T00:00:00Z,2005-07-08T00:00:00Z
1309,guadalupe health promotion center,aaadeeghhillmnooopprttuu,2002 Guadalupe Street,0022aadeglpuu,laredo,tx,78043,webb,1996-04-02T00:00:00Z,2005-07-27T00:00:00Z
9702,lee county public clinic,bcceeillnoptuuy,189 South Manse,189aemns,giddings,tx,78942,lee,1996-07-01T00:00:00Z,2005-09-30T00:00:00Z
9701,fayette county public clinic,abcceefilnoptttuuyy,275 Ellinger,257eegillnr,la grange,tx,78945,fayette,1996-07-01T00:00:00Z,2005-09-30T00:00:00Z
733,mobile clinic,,15920 Old Seagoville Road,01259adeegillloosv,seagoville,tx,75159,dallas,1996-05-09T00:00:00Z,2005-10-05T00:00:00Z
3404,wic sunshine plaza,ehinnssu,850 North 6th,0568ht,abilene,tx,79601,taylor,1994-05-04T00:00:00Z,2005-11-30T00:00:00Z
4125,united,de,2322 Buena Vista,2223aabeinuv,san antonio,tx,78207,bexar,2005-09-14T00:00:00Z,2005-12-01T00:00:00Z
712,oak west health center,aaehhklotw,4444 South Hampton Suite 100,0014444ahmno,dallas,tx,75232,dallas,1994-10-01T00:00:00Z,2005-12-30T00:00:00Z
6109,mobile clinic,,139 West Lamar Street,139aalmr,jasper,tx,75951,jasper,2005-10-05T00:00:00Z,2005-12-31T00:00:00Z
5632,robert lee,beeelorrt,8th and Houston Street,8hhnootu,robert lee,tx,76945,coke,1995-12-05T00:00:00Z,2005-12-31T00:00:00Z
6306,mobile clinic,,Hardin County Courthouse,acehhinnoostuuy,kountze,tx,77625,hardin,2005-10-05T00:00:00Z,2005-12-31T00:00:00Z
6604,mobile clinic,,2014 North 10th Street,001124ht,orange,tx,77630,orange,2005-10-05T00:00:00Z,2005-12-31T00:00:00Z
3004,mobile clinic,,449 Austin Avenue,449ainu,port arthur,tx,77640,jefferson,2005-10-04T00:00:00Z,2005-12-31T00:00:00Z
4003,mobile clinic,,950 Washington,059aghinnostw,beaumont,tx,77705,jefferson,2005-10-05T00:00:00Z,2005-12-31T00:00:00Z
5902,edgewood isd,dddeegioosw,1422 South General Mcmullen,1224aceeeglllmmnnru,san antonio,tx,78237,bexar,NA,2005-12-31T00:00:00Z
5606,winters public housing authority bldg,abcghhiiiilnnooprssttuuuwy,300 North Grant,003agnrt,winters,tx,79567,runnels,NA,2005-12-31T00:00:00Z
6801,camp wood wic clinic,doow,106 East 4th Street,0146ht,camp wood,tx,78833,real,NA,2006-01-18T00:00:00Z
6803,leakey clinic,aeekly,Hwy83  Oak Hill Drive,38ahikllo,leakey,tx,78870,real,NA,2006-01-18T00:00:00Z
6802,rocksprings clinic,cgiknoprrss,206 North Wells,026ellsw,rocksprings,tx,78880,edwards,NA,2006-01-18T00:00:00Z
5910,west avenue apartments,sw,3747 West Avenue,3477,san antonio,tx,78213,bexar,1998-10-21T00:00:00Z,2006-01-31T00:00:00Z
7306,windsor park mall,adillnosw,7900 North IH-35,003579hi,san anotnio,tx,78218,bexar,2005-09-07T00:00:00Z,2006-02-10T00:00:00Z
5913,ella austin wic,aaeillnu,909 Runnels,099elnnrsu,san antonio,tx,78208,bexar,2000-11-29T00:00:00Z,2006-02-17T00:00:00Z
5911,west durango apartments,adgnorsuw,5635 West Durango,3556adgnoru,san antonio,tx,78237,bexar,1998-10-23T00:00:00Z,2006-02-17T00:00:00Z
2660,ben taub hospital wic center,aabbehilnopsttu,1504 Taub Loop # 3,01345ablooptu,houston,tx,77030,harris,NA,2006-03-01T00:00:00Z
122,peoples community clinic,ceemmoopsy,2909 North IH-35,023599hi,austin,tx,78722,travis,NA,2006-03-01T00:00:00Z
3615,kyle wic clinic,ekly,801 North Burleson,018belnorsu,kyle,tx,78640,hays,1994-02-17T00:00:00Z,2006-03-03T00:00:00Z
2611,lbj hospital wic center,abhijllopst,5656 Kelly,5566eklly,houston,tx,77026,harris,1993-02-03T00:00:00Z,2006-03-06T00:00:00Z
713,deharo-saldivar health center,aaaaddeehhhillorrstv,1400 North Westmoreland,0014elmorw,dallas,tx,75211,dallas,NA,2006-03-09T00:00:00Z
5308,saint phillip wic clinic,aiiillnpst,274 Avenue H,247,poteet,tx,78065,atascosa,2005-02-10T00:00:00Z,2006-04-01T00:00:00Z
914,alto bonito clinic,abilnooott,777 North FM 2360,0236777fm,rio grande city,tx,78582,starr,2004-11-18T00:00:00Z,2006-04-03T00:00:00Z
9439,viola coleman school,aaccehilllmnoooosv,1600 East Golf Course Road,0016fglo,midland,tx,79705,midland,1996-10-01T00:00:00Z,2006-06-01T00:00:00Z
9449,midland health department,aehhilmt,3303 West Illinois,0333iiillnos,midland,tx,79707,midland,1996-10-01T00:00:00Z,2006-06-01T00:00:00Z
6603,bridge city utmb wic,bcimttuy,200 West Round Bunch,002bcdhnnoruu,bridge city,tx,77611,orange,1993-04-20T00:00:00Z,2006-08-15T00:00:00Z
2102,martin luther king center,aeghiiklmnnrrttu,1100 Smith Street,0011himst,wichita falls,tx,76301,wichita,NA,2006-08-31T00:00:00Z
9403,asbury wic clinic,abrsuy,907 South Lorraine Street,079aeilnorr,midland,tx,79701,midland,2005-04-13T00:00:00Z,2006-09-20T00:00:00Z
6601,orange utmb wic,abegmnortu,2014 North 10th Street,001124ht,orange,tx,77630,orange,NA,2006-10-01T00:00:00Z
6602,vidor utmb wic,bdimortuv,355 Claiborne,355abceilnor,vidor,tx,77662,orange,1993-02-11T00:00:00Z,2006-10-01T00:00:00Z
305,santa wic clinic,aanst,3855 Southmost Road,3558mos,brownsville,tx,78521,cameron,1997-11-01T00:00:00Z,2006-12-19T00:00:00Z
110,jonestown clinic,ejnnoow,18649 Hwy 1431,111344689,jonestown,tx,78645,travis,NA,2007-01-01T00:00:00Z
8736,pittsburg wic clinic,ipstt,Hwy 271 North,127,pittsburg,tx,75686,camp,2003-07-24T00:00:00Z,2007-01-31T00:00:00Z
4123,wic mobile clinic,,2315 Buena Vista,1235aabeinuv,san antonio,tx,78207,bexar,NA,2007-02-28T00:00:00Z
10009,northwest texas hospital wic clinic,aaehilnopssttwx,1501 South Coulter,0115clou,amarillo,tx,79175,potter,1996-05-08T00:00:00Z,2007-03-20T00:00:00Z
9414,saragosa clinic,aaagorss,Multi Purpose Building,eilmopprstuu,saragosa,tx,79780,reeves,1996-01-01T00:00:00Z,2007-03-31T00:00:00Z
2403,amistad clinic,aadim,160 Clinica Road,016acciiln,eagle pass,tx,78852,maverick,1995-10-24T00:00:00Z,2007-04-01T00:00:00Z
735,urban inter-tribal center,aabbiilnnrrtu,209 East Jefferson Blvd,029eeffjnors,dallas,tx,75203,dallas,2000-09-25T00:00:00Z,2007-05-18T00:00:00Z
8403,rye clinic,ery,Hwy 146 and 787  PO Box 276,124667778boopx,rye,tx,77369,liberty,NA,2007-09-01T00:00:00Z
9422,central wic office,acelnrt,318 North Alleghany,138aaeghllny,odessa,tx,79761,ector,1996-01-01T00:00:00Z,2007-09-01T00:00:00Z
903,zapata wic special initiative clinic,aaaaaceeiiiiilnppstttvz,210 Rathmell Avenue,012aehllmrt,zapata,tx,78076,zapata,NA,2007-09-02T00:00:00Z
905,benavdiez wic special initiative clinic,aaabcdeeeeiiiiiilnnpsttvvz,General Delivery PO Box 359,359abdeeeegillnooprrvxy,benavides,tx,78341,duval,NA,2007-09-02T00:00:00Z
906,freer wic special initiative clinic,aaceeeefiiiiilnprrsttv,General Delivery,adeeeegillnrrvy,freer,tx,78357,duval,NA,2007-09-02T00:00:00Z
902,hebbronville wic clinic,beehillnov,473 Hwy. 285 East,234578,hebbronville,tx,78361,jim hogg,NA,2007-09-02T00:00:00Z
904,san diego wic special initiative clinic,aaceeegiiiiiilnopssttv,310 Gravis Street,013agirsv,san diego,tx,78384,duval,NA,2007-09-02T00:00:00Z
901,rio grande chc wic clinic,cceghiorr,604 North Garza Street,046aagrz,rio grande city,tx,78582,starr,NA,2007-09-02T00:00:00Z
908,roma wic special initiative clinic,aaaceeiiiiilmnoprsttv,683 Canales Circle Suite 1,1368aacelns,roma,tx,78584,starr,1994-02-01T00:00:00Z,2007-09-02T00:00:00Z
1801,community council of bee county,bcccceefilmmnnooootuuyy,510 West Crockett Street,015ccekortt,beeville,tx,78102,bee,NA,2007-10-01T00:00:00Z
1806,pep  ac jones high school satellite site,aacceeeeeghhhiiijlllnoooppssssttt,1902 North Adams Street,0129aadms,beeville,tx,78102,bee,NA,2007-10-01T00:00:00Z
1802,pettus wic satellite center,aeeeillpssttttu,Corner of Bee and Hodges Str,bdeeefghoos,pettus,tx,78146,bee,NA,2007-10-01T00:00:00Z
1807,tuleta wic satellite center,aaeeeilllsttttu,101 North Hahl Street,011ahhl,tuleta,tx,78162,bee,1994-08-22T00:00:00Z,2007-10-01T00:00:00Z
1804,skidmore wic satellite center,adeeeiikllmorsstt,Hwy 359 West,359,skidmore,tx,78389,bee,NA,2007-10-01T00:00:00Z
1805,tynan wic satellite center,aaeeillnnsttty,Hwy 359 West,359,tynan,tx,78391,bee,NA,2007-10-01T00:00:00Z
2623,twelve oaks medical center wic,aacdeeeikllmostvw,6700 Bellaire Suite 340,0003467abeeillr,houston,tx,77074,harris,1996-12-04T00:00:00Z,2007-11-01T00:00:00Z
316,olmito clinic-our heavenly father church(satellite,aacceeeefhhhhiillllmnooorrrsttttuuy,Parker Street,er,olmito,tx,78575,cameron,NA,2007-11-30T00:00:00Z
4402,family violence  shelter sat.,aaceeefhiilllmnosstvy,245 FM Road 2523,2223455fm,del rio,tx,78840,val verde,2006-05-31T00:00:00Z,2008-02-01T00:00:00Z
3335,belair,abeilr,731 North Yarbrough,137aghoruy,el paso,tx,79915,el paso,2006-10-01T00:00:00Z,2008-02-01T00:00:00Z
4108,randolph clinic,lor,551 F Street West Suite 1,1155,randolph afb,tx,78150,bexar,1995-08-07T00:00:00Z,2008-03-31T00:00:00Z
4106,healy murphy center,ehmruy,618 Live Oak St,168aeiklov,san antonio,tx,78202,bexar,NA,2008-03-31T00:00:00Z
402,martin cavazos center,aaacimnorstvz,8th and Martin Cavazos,8aaachimnorsttvz,sebastian,tx,78594,willacy,1999-12-06T00:00:00Z,2008-06-05T00:00:00Z
2646,lyons wic center,lnosy,5602 Lyons Avenue  #402,0022456lnosy,houston,tx,77020,harris,2006-05-06T00:00:00Z,2008-06-30T00:00:00Z
1501,montgomery county wic program,aceggmmmnnooooprrrttuyy,703 East Davis,037adisv,conroe,tx,77301,montgomery,NA,2008-09-30T00:00:00Z
1503,conroe wic annex,cenoor,703 East Davis Suite B,037adisv,conroe,tx,77301,montgomery,2007-07-05T00:00:00Z,2008-09-30T00:00:00Z
1502,new caney clinic,aceennwy,21134 Hwy 59 North,1123459,new caney,tx,77357,montgomery,NA,2008-09-30T00:00:00Z
8908,jay high school,acghhhijloosy,7611 Marbach Road,1167aabchmr,san antonio,tx,78227,bexar,1994-09-05T00:00:00Z,2008-10-30T00:00:00Z
8909,holmes high school,ceghhhhillmoooss,6500 Ingram Road,0056agimnr,san antonio,tx,78238,bexar,1994-09-05T00:00:00Z,2008-10-30T00:00:00Z
8926,bandera sapp,aabepprs,6632 Bandera Road,2366aber,san antonio,tx,78238,bexar,1994-09-13T00:00:00Z,2008-10-30T00:00:00Z
2628,gulfgate community wic,acefgglmmotuy,7550 Office City Drive,0557city,houston,tx,77012,harris,NA,2008-11-13T00:00:00Z
2015,hart wic clinic,ahrt,710 2nd Street  PO Box 490,0012479bdnoopx,hart,tx,79043,castro,1995-09-01T00:00:00Z,2008-11-30T00:00:00Z
