siteid,name,f_name,street_address,f_addr,city,state,zipcode,county_name,phone,toll_free,fax,email,website,hours,live_chat_url,latitude,longitude,is_mobile
6101,jasper-newton county public health,aabcceeehhijllnnnoopprstttuuwy,210 High Street,012ghhi,newton,tx,75966,newton,409-379-2753,NA,409-379-3054,wic6100@jaspernewton.org,https://www.jaspernewton.org/,Tue/Wed | 7:00-4:30  Lunch 12:00-12:30,NA,30.8493,-93.7609,NO
6107,wic-6107,0167,581 S El Camino Crossing,158aceilmno,san augustine,tx,75972,san augustine,936-275-5331,NA,936-275-5331,wic6100@jaspernewton.org,https://www.jaspernewton.org/,Mon/Tue/Wed | 7:00-4:30  Lunch 12:00-12:30,NA,31.52733,-94.1255,NO
5804,zavalla wic clinic - special procedures -,aaaaccdeeeilllopprrssuvz,"Solid Rock Missionary Baptist Church, Youth Building, 16663 FM 2109",011236669abcccdfhhhiiiiklmmnoooorrrssstuuyy,zavalla,tx,75980,angelina,936-637-7242,NA,936-633-0610,Emalloy@Acchd.Us,https://www.acchd.us/,For Assistance Call 936-637-7242,NA,31.164353,-94.409655,NO
5434,east side clinic - in person services-,cdeeeeeiiinnoprrssssv,1100 Bridgewood Suite 116,0011116doow,fort worth,tx,76112,tarrant,817-321-5400,NA,817-492-5202,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.76377,-97.21808,NO
5418,miller wic clinic,eillmr,3212 Miller Ave,1223eillmr,fort worth,tx,76119,tarrant,817-321-5400,NA,817-531-6725,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.71206,-97.26335,NO
13146,burleson wic,belnorsu,228 SW Wilshire Blvd,228ehiilrssww,burleson,tx,76028,johnson,817-447-6110,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Tue | 9:00-6:00  Lunch 12:00-1:00  && Wed/Thu | 7:00-4:00 Lunch 12:00-1:00 && 1st Wed | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.5425814,-97.330047,NO
13120,cleburne wic,bceelnru,106 Del Rio Ct,016deilor,cleburne,tx,76033,johnson,817-641-7211,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/, Mon/Tue | 9:00-6:00  Lunch 12:00-1:00  && Wed/Thu | 7:00-4:00 Lunch 12:00-1:00 && 1st Wed | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.34227,-97.4063,NO
13181,glen rose wic,eors,107 Shepherd St.,017eehs,glen rose,tx,76043,somervell,254-396-5405,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,1st Tue | 9:30-4:30 Lunch 12:00-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.2356471,-97.7569047,NO
13185,granbury wic,abgnrruy,"1250 Weatherford Hwy, Bldg A",0125aeehrtw,granbury,tx,76048,hood,817-579-6760,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/, Mon/Tue | 9:00-6:00  Lunch 12:00-1:00 && Wed/Thu | 7:00-4:00 Lunch 12:00-1:00 && 1st Tue/1st Wed | Closed && Close 1 hour early on the last day of the month,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.4573745,-97.7855219,NO
13170,mineral wells wic,aeeilllmnrsw,"103 S Oak St, Suite 101",001113ako,mineral wells,tx,76067,palo pinto,940-325-0045,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed | 9:00-6:00  Lunch 1:00-2:00 && 1st Wed | Closed && Tue/Thu | 7:00-4:00 Lunch 1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.8090004,-98.1127851,NO
13173,springtown wic,ginnoprstw,458 SH-199 E,145899hs,springtown,tx,76082,parker,254-436-5580,NA,254-436-5583,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed | 9:00-6:00  Lunch 1:00-2:00 && 1st Wed | Closed && Tue/Thu | 7:00-4:00 Lunch 1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.960874,-97.677711,NO
13175,weatherford wic,aeehrtw,"925 Santa Fe Dr, Suite 107 & 108",001125789aaefnst,weatherford,tx,76086,parker,817-594-8536,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed | 9:00-6:00 Lunch 1:00-2:00 && 1st Wed | Closed && Tue/ Thu | 7:00-4:00 Lunch 1:00-2:00 && 1st/3rd Tue | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.7585327,-97.793165,NO
5419,southside clinic - in person services-,cdeeeeiiinnoprrsssssv,1101 South Main Street Suite 1401,00111114aimn,fort worth,tx,76104,tarrant,817-321-5400,NA,817-321-5442,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.73239,-97.32525,NO
5412,resource connection,cceeeinnnooorrsu,2500 Circle Drive Suite 400,0000245,fort worth,tx,76119,tarrant,817-321-5400,NA,817-413-6303,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.67645,-97.30069,NO
5402,lake worth wic clinic- in person services-,aceeeehiiklnnooprrrssstvw,3800 Adam Grubb Rd,0038aabbdgmru,lake worth,tx,76135,tarrant,817-321-5400,NA,817-238-4454,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.8105208,-97.4358814,NO
5405,white settlement wic clinic - in person services -,ceeeeeeehiiilmnnnoprrssssttttvw,1638 South Cherry Lane,1368cehrry,white settlement,tx,76108,tarrant,817-321-5400,NA,817-935-6052,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.7421477,-97.4518849,NO
5417,southwest wic clinic,sw,6551 Granbury Rd,1556abgnrruy,fort worth,tx,76133,tarrant,817-321-5400,NA,817-370-4544,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.65195,-97.40745,NO
5407,haltom city clinic,achilmotty,4113 Denton Hwy,1134dennot,haltom city,tx,76117,tarrant,817-321-5400,NA,817-514-5053,NA,https://www.tarrantcountytx.gov/en/public-health/family-health-services/wic-program.html,Mon/Tue/Wed/Thu/Fri | 9:00-6:00 Lunch 1:00-2:00 && 2nd Sat | 8:00-5:00 Lunch 12:00-1:00 && Mon after Saturday hours | Closed && Saturdays may vary based on holidays,NA,32.824122,-97.265778,NO
3501,denton county health department,acdeehhlnnnootttuy,535 South Loop 288 Suite 1066,0123556688loop,denton,tx,76205,denton,940-349-2930,NA,940-349-2931,NA,NA,Mon/Tue/Wed/Thu  |  9:00-6:00  Lunch 12:00-1:00  &&  Fri  |  7:30-4:30  Lunch 12:00-1:00,NA,33.202876,-97.0896,NO
13108,bowie wic,beiow,"207 E Greenwood Ave, Suite A",027deegnoorw,bowie,tx,76230,montague,940-872-6266,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Tue/Thu | 7:00-4:00  Lunch 1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.565146,-97.838791,NO
13130,decatur wic,acdertu,"2014 Ben Merritt Dr, Suite C",0124beeimnrrtt,decatur,tx,76234,wise,940-627-5796,NA,940-627-2190,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed | 9:00-6:00  Lunch 1:00-2:00 && 1st Wed | Closed && Tue/Thu | 7:00-4:00 Lunch 1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.24726,-97.58373,NO
13140,gainesville wic,aeegiillnsv,1103 E California St,0113aacfiilnor,gainesville,tx,76240,cooke,940-668-1292,NA,940-668-1298,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed | 9:00-6:00  Lunch 1:00-2:00 && 1st Wed | Closed && Tue/Thu | 7:00-4:00 Lunch 1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.6243249,-97.1342347,NO
13153,nocona wic,acnnoo,"Community Center, 400 Hobson St",004bchmmnooosy,nocona,tx,76255,montague,254-216-9211,NA,--,Wictx@Spcaa.Org,https://www.spcaawic.org/,3rd Mon | 10:00-4:30  Lunch  1:00-2:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.7812476,-97.7294844,NO
2101,wichita falls-wichita county health district,aaacdehhhhiiiilnorttttuy,1700 Third Street,0017hit,wichita falls,tx,76301,wichita,940-761-7815,NA,940-761-8803,Janice.Piper@Wichitafallstx.Gov,https://www.wichitafallstx.gov/359/Women-Infants-Children-WIC,Mon | 8:00-6:30 && Tues-Fri | 8:00-5:00 && Last Fri of Month | Closed,NA,33.9122476,-98.5046613,NO
13116,archer city wic,cehirty,509 S Cedar St,059acder,archer city,tx,76351,archer,940-575-7491,NA,940-905-1029,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon | 7:00-4:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.5911578,-98.6222604,NO
13125,olney wic,eoy,1016 Arbor Street,0116aborr,olney,tx,76374,young,682-432-9958,NA,682-432-9959,Wictx@Spcaa.Org,https://www.spcaawic.org/,Tue | 9:00-3:30  Lunch 12:00-1:00 && 5th Tue | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.3674902,-98.7660383,NO
13109,seymour wic,emorsuy,108 S Washington St,018aghinnostw,seymour,tx,76380,baylor,940-586-6331,NA,940-586-6337,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon | 7:00-4:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.58773,-99.2617049,NO
13117,vernon wic,ennorv,2400 Texas,0024aestx,vernon,tx,76384,wilbarger,940-223-0979,NA,940-223-0980,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Wed/Thu | 7:00-4:00 Lunch 12:00-1:00 && Tue | 9:00-6:00 Lunch 12:00-1:00 && 3rd Mon | Closed && 1st/2nd Tue | Closed && 1st Wed | Closed && 3rd Thu | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,34.1546549,-99.2911793,NO
13180,stephenville wic,eeillnv,125 W Oak St,125ako,stephenville,tx,76401,erath,254-968-3680,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/, Mon/Tue | 9:00-6:00  Lunch 12:00-1:00 && Wed/Thu | 7:00-4:00 Lunch 12:00-1:00 && 1st Wed | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.2304699,-98.20938,NO
13102,breckenridge wic,ceekn,2802 W Walker St,0228aeklrw,breckenridge,tx,76424,stephens,254-559-6577,NA,254-559-8377,Wictx@Spcaa.Org,https://www.spcaawic.org/,Wed/3rd Thu | 9:00-4:00  Lunch 12:00-1:00 && 1st Wed | Closed,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.757692,-98.936216,NO
13126,albany wic,aablny,84 N Ave B,48,albany,tx,76430,shackelford,254-212-9914,NA,--,Wictx@Spcaa.Org,https://www.spcaawic.org/,3rd Wed |8:00- 11:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.72911,-99.30035,NO
13197,comanche wic,accehmno,209 W Duncan Ave,029acdnnu,comanche,tx,76442,comanche,254-979-9052,NA,--,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon| 10:00-5:00 Lunch 12:00-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.8995,-98.60513,NO
13179,cross plains wic,acinorsss,"Community Center, 108 N Beech St",018bcceehmmoy,cross plains,tx,76443,callahan,254-212-9914,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,1st Thu | 8:00-3:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.12499,-99.15847,NO
13198,de leon wic,deelno,"Old Hotel Apartments , 101 W Labadie Ave Apt 102",001112aabddeehillloot,de leon,tx,76444,comanche,254-979-9052,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,4th Tue | 10:00-5:00 Lunch 12:00-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.10835,-98.53758,NO
13112,eastland wic,el,935 E Main St,359aimn,eastland,tx,76448,eastland,254-629-1783,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Tue | 9:00-6:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.4016151,-98.8049216,NO
13104,graham wic,aaghmr,"2015 Hwy 16 South, Suite C",011256,graham,tx,76450,young,940-549-9600,NA,940-549-7224,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon | 7:00-4:00  Lunch 12:00-1:00 && Tue | 9:00-6:00 Lunch 12:00-1:00 && 1st/2nd/4th Thu | 7:00-4:00 Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.0839085,-98.5838654,NO
13118,jacksboro wic,abcjkoors,"212 North Church St, Suite B",122cchhru,jacksboro,tx,76458,jack,940-567-2601,NA,940-567-2142,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd/3rd/4th Wed | 9:00-4:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,33.22014,-98.15712,NO
3101,temple clinic,eemt,201 North 8Th,0128ht,temple,tx,76501,bell,254-532-9800,NA,254-778-6914,NA,NA,Mon/Tue/Wed/Thu - 7:00-5:30 Lunch 12:00-12:30 | 1st Sat  |  8:00-12:00  &&  1st Thu after 1st Sat  |  7:00-1:00,NA,31.09788,-97.3361199,NO
10501,milam county wic/cameron,aacceilmmmnnoortuy,908 N. Crockett,089ccekortt,cameron,tx,76520,milam,254-697-4913,NA,254-697-8763,NA,NA,Mon | 8:30-6:00 Lunch 12:30-1:00 && Tue | 8:00-6:00  Lunch 12:00-1:00 && Wed | 8:00-5:30 Lunch 12:00-1:00 && Thu | 8:30-5:30  Lunch 12:30-1:00 && Fri | 8:30-1:30,NA,30.84943,-96.9776,NO
3103,copperas cove clinic,aceopprs,213 W Avenue D,123,copperas cove,tx,76522,coryell,254-532-9800,NA,254-547-7767,NA,NA,Mon/Tue/Wed/Thu - 7:00-5:30 Lunch 12:00-12:30 | 1st Sat   |  8:00-12:00  &&  1st Thu after To 1st Sat  |  7:00-1:00,NA,31.12434,-97.90441,NO
13195,hamilton wic,ahilmnot,101 E Henry St,011ehnry,hamilton,tx,76531,hamilton,325-451-0126,254-978-3739,--,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd/3rd Tue | 10:00-5:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.70479,-98.12357,NO
3102,killeen clinic,eeiklln,111 Santa Fe Plaza Dr,111aaefnst,killeen,tx,76541,bell,254-532-9800,NA,254-526-2073,NA,NA,Mon/Tue/Wed/Thu - 7:00-5:30 Lunch 12:00-12:30 | 1st Sat   |  8:00-12:00  &&  1st Thu after 1st Sat  |  7:00-1:00,NA,31.12011,-97.72978,NO
3104,fort cavazos wic clinic,aacfoorstvz,"36000 Darnall Loop, 2nd Floor Suite 2135",0001223356aaddlllnnoopr,fort hood,tx,76544,bell,254-532-9800,NA,NA,NA,NA,Mon/Tue/Wed/Thu | 7:00-4:30  Lunch 12:00-12:30  &&  Fri  8:00-12:00,NA,31.13257,-97.77515,NO
13158,lampasas wic,aaalmpss,"1305 S Key Ave, Suite 104",0011345eky,lampasas,tx,76550,lampasas,512-556-3195,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon | 9:00-6:00 Lunch 12:00-1:00 && Wed | 9:00-6:00 Lunch 12:00-1:00 && 1st/Last Wed | Closed && Thu | 7:00-4:00 Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.05684,-98.17872,NO
10502,milam county wic/rockdale,acciklmmnoortuy,313 North Main,133aimn,rockdale,tx,76567,milam,512-446-6245,NA,512-446-2746,NA,NA,Mon/Tue/Wed/Thu | 8:00-5:00,NA,30.65655,-97.00211,NO
4202,taylor public health center,aabcehhillloprttuy,"Appointments are now in person. Please enter the WIC clinic building for your appointment., 115 West 6Th Street",1156aaaaccceeeeeeeefhhiiiilmmnnnnnnnooooppprrrrsssttttuwwy,taylor,tx,76574,williamson,512-352-4109,NA,512-238-2197,Taylorwic@Wilco.Org,http://www.wcchd.org/,Tue/Wed/Thu | 8:00-6:00 Lunch 12:00-1:00,NA,30.57229,-97.41072,NO
13121,clifton wic,cfilnot,"Clifton Civic Center, 403 W 3rd St",0334cccfiiilnotv,clifton,tx,76634,bosque,325-451-0126,NA,--,Wictx@Spcaa.Org,https://www.spcaawic.org/,1st Tue | 10:00-5:00 Lunch 12:00-1:00 && 2nd/3rd/4th Wed | 10:00-5:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.78383,-97.57389,NO
13110,hillsboro wic,bhilloors,211 A E Franklin St,112afiklnnr,hillsboro,tx,76645,hill,254-582-8242,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Tue/Wed | 9:00-6:00  Lunch 12:30-1:30 && 1st Wed | Closed && Thu | 7:00-4:30 Lunch 11:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,32.01212,-97.12754,NO
2203,mcgregor wic clinic - special procedures,acccdeeeeggilmoopprrrrssu,"No In Person Services - For Assistance Call 254-750-5474, 217 South Madison",0122444555777aaaacccdeeeefiiiillmnnnnnooooprrrssssssv,mcgregor,tx,76657,mclennan,(254) 840-4212,NA,NA,NA,NA,For Assistance Call 254-750-5474,NA,31.43954,-97.40768,NO
13162,marlin wic,ailmnr,211-A Fortune St,112efnortu,marlin,tx,76661,falls,254-883-6252,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Tue/Wed | 9:00-6:00 Lunch 12:00-1:00 && 1st Wed | Closed && Thu | 7:00-4:00 Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.3075549,-96.9001199,NO
2202,mart clinic,amrt,215 North Elm,125elm,mart,tx,76664,mclennan,254-876-2173,NA,--,NA,NA,For Assistance Call 254-750-5474,NA,31.54191,-96.83993,NO
13111,mexia wic,aeimx,403 N Bailey St,034abeily,mexia,tx,76667,limestone,254-562-0923,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,Mon/Tue/Wed | 9:00-6:00  Lunch 12:30-1:30 && 1st Wed | Closed && Thu | 7:00-4:00 Lunch 11:30-12:30,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.6867862,-96.4716562,NO
2201,waco-mclennan county public health dept,aaabcccceehhilllmnnnnoopttuuwy,225 West Waco Drive,225acow,waco,tx,76707,mclennan,254-750-5474,NA,254-750-5415,NA,NA,Mon/Thu/Fri  |  8:00-5:00  &&  Tue  |  9:00-6:00  &&  Wedn  |  9:00-5:00  &&  2nd Sat of Month  |  8:30-12:30,NA,31.56446,-97.13572,NO
2209,south 18th st community clinic,18chmmosty,1800 Gurley Ln,0018eglruy,waco,tx,76706,mclennan,(254) 709-9935,NA,--,NA,NA,For Assistance Call 254-750-5474,NA,31.52493,-97.11868,NO
7401,brownwood-brown county health dept,acdehhlnnnooooottuwwwy,305 Booker St,035bekoor,brownwood,tx,76801,brown,325-646-1514,NA,325-643-8157,Wic@Brownwoodtexas.Gov,NA,Monday-Thursday  |  7:30am-6:30pm Lunch 12:00-1:00,NA,31.72248,-98.98459,NO
5603,ballinger wic clinic,abegillnr,1501 North Broadway St,0115,ballinger,tx,76821,runnels,325-365-5925,NA,325-365-3117,NA,NA,Mon | 7:00-6:00 Closed 12:00-1:00 && Wed | 7:00-6:00 Closed 12:00-1:00,NA,31.73729,-99.94704,NO
13050,brady wic,ady,405 S Bridge St,045,brady,tx,76825,mcculloch,325-597-2444,NA,325-597-2441,Wictx@Spcaa.Org,https://www.spcaawic.org/,3rd Tues | 9:00-6:00 Lunch 12:00-1:00 && last Wed 9:00 - 6:00 Lunch 12:00 - 1:00 && 1st Thurs | 7:00 - 4:00 Lunch | 12:00 - 1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.12766,-99.33536,NO
5604,coleman wic clinic,acelmno,114 Needham St,114adeehmn,coleman,tx,76834,coleman,325-625-3447,NA,325-625-5744,NA,NA,Thur | 8:00-5:00 Closed 12:00-1:00,NA,31.830331,-99.423958,NO
13196,goldthwaite wic,adeghilottw,1011 Hutchings St,0111cghhinstu,goldthwaite,tx,76844,mills,512-571-0258,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,1st Tue | 10:00-4:30 Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.448978,-98.572665,NO
13043,junction wic,,"First Baptist Church, 202 S 8th St",0228bccfhhhiirrtu,junction,tx,76849,kimble,325-240-8641,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd/4th Thu | 9:00-2:45  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,30.48703,-99.76921,NO
13171,san saba wic,aaabnss,"2005 W Wallace St, Suite 110",0001125aacellw,san saba,tx,76877,san saba,512-571-0258,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd/4th Tue | 10:00-5:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,31.1956207,-98.7386625,NO
5601,city of san angelo wic,aacefgilnnoosty,52 West College Ave,25ceegllo,san angelo,tx,76903,tom green,325-657-4396,NA,325-658-7180,NA,NA,Mon/Tue/Wed/Thu | 7:00-6:00 Closed 12:00-1:00 && 1st Sat | 8:00-12:00,NA,31.46498,-100.43919,NO
13049,eldorado wic,addeloor,400 E Murchison Ave,004chimnorsu,eldorado,tx,76936,schleicher,325-226-8325,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,1st/3rd Tue | 7:30-3:30  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,30.86278,-100.60271,NO
13035,ozona wic,anooz,106 Medical Dr,016acdeilm,ozona,tx,76943,crockett,830-491-0163,NA,NA,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd/4th Wed  |  8:00-3:00  Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,30.722326,-101.20621,NO
13044,sonora wic,anoors,103 E Main St,013aimn,sonora,tx,76950,sutton,325-226-8325,NA,325-387-2023,Wictx@Spcaa.Org,https://www.spcaawic.org/,2nd Tue | 9:00-6:00  Lunch 12:00-1:00 && 4th/5th Tue | 7:00-4:00 Lunch 12:00-1:00,https://texaswic.org/about-wic/live-chat-with-wic?la=130-131,30.57116,-100.64619,NO
2624,la nueva casa,aaaacelnsuv,1809 North Main,0189aimn,houston,tx,77009,harris,832-393-5427,NA,713-547-8033,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 4th Sat | 8:00-12:00 && Friday after 4th Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.77543,-95.36161,NO
2612,denver harbor wic center,abdeehnorrrv,6402 Market Street,0246aekmrt,houston,tx,77020,harris,832-393-5427,NA,713-676-6815,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 2nd Sat | 8:00-12:00 && Friday after 2nd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.7726951,-95.3061308,NO
2603,magnolia multi-service center-wic center,aaceegiiillmmnorstuv,7037 Capitol #201,0012377acilopt,houston,tx,77011,harris,832-393-5427,NA,713-928-9545,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 3rd Sat | 8:00-12:00 && Friday after 3rd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.73455,-95.30107,NO
1708,gulfgate wic clinic,aefggltu,"3329 Telephone Rd , Suite B",2339eeelnot,houston,tx,77023,harris,713-500-2800,NA,713-641-5269,wicgulfgateclinic@uth.tmc.edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.71104,-95.31441,NO
2605,sunnyside multi-service center-wic center,cdeeeiiilmnnrssstuuvy,4410 Reed Rd,0144deer,houston,tx,77051,harris,832-393-5427,NA,713-732-5052,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 1st Sat | 8:00-12:00 && Friday after 1st Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.65775,-95.36108,NO
2620,southwest wic center,sw,6400 Highstar,0046aghhir,houston,tx,77074,harris,832-393-5427,NA,713-778-6529,Hltwicinfo@houstontx.gov,NA,Mon | 9:00-6:00 Lunch 12:00-1:00 && Tue/Wed/Thu/Fri | 8:00-5:00 Lunch 12:00-1:00 && 2nd Thu | 1:00-5:00 && 3rd Sat | 8:00-12:00 && Friday after 3rd Sat | 8:00-12:00,https://texaswic.org/about-wic/live-chat-with-wic?la=026,29.710968,-95.496265,NO
1716,university wic clinic,eiinrstuvy,6015 Hillcroft Suite 2000,00001256cfhillort,houston,tx,77081,harris,713-500-2800,NA,713-541-5042,Wicuniversityclinic@Uth.Tmc.Edu,https://med.uth.edu/wic/,Mon - Fri  |  7:30-4:00  Lunch 11:00-11:30 && 1St Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Monday && 3Rd Sat | 7:30-4 Lunch 11:00-11:30 Closed The Following Friday,NA,29.716522,-95.497422,NO
